run_accession	Acidobacteriota	Actinomycetota	Aquificota	Armatimonadota	Artverviricota	Atribacterota	Bacillota	Bacteroidota	Balneolota	Bdellovibrionota	Caldisericota	Calditrichota	Campylobacterota	Candidatus_Absconditabacteria	Candidatus_Bipolaricaulota	Candidatus_Cloacimonadota	Candidatus_Korarchaeota	Candidatus_Lokiarchaeota	Candidatus_Micrarchaeota	Candidatus_Nanohaloarchaeota	Candidatus_Omnitrophota	Candidatus_Saccharibacteria	Candidatus_Thermoplasmatota	Chlamydiota	Chlorobiota	Chloroflexota	Chordata	Chrysiogenota	Coprothermobacterota	Cossaviricota	Cressdnaviricota	Cyanobacteriota	Deferribacterota	Deinococcota	Dictyoglomota	Dividoviricota	Duplornaviricota	Elusimicrobiota	Euryarchaeota	Fibrobacterota	Fusobacteriota	Gemmatimonadota	Heterolobosea	Hofneiviricota	Ignavibacteriota	Kiritimatiellota	Kitrinoviricota	Lenarviricota	Lentisphaerota	Mycoplasmatota	Myxococcota	Nanoarchaeota	Negarnaviricota	Nitrososphaerota	Nitrospinota	Nitrospirota	Nucleocytoviricota	Peploviricota	Phixviricota	Pisuviricota	Planctomycetota	Preplasmiviricota	Pseudomonadota	Rhodothermota	Saleviricota	Spirochaetota	Streptophyta	Synergistota	Taleaviricota	Thermodesulfobacteriota	Thermomicrobiota	Thermoproteota	Thermotogota	Uroviricota	Verrucomicrobiota
SRR11413617	-1.161857	11.380691	-1.161857	-1.161857	-1.161857	-1.161857	15.334675	16.764527	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	8.048583	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	10.687548	-1.161857	-1.161857	8.048583	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	-1.161857	8.741680	-1.161857
SRR11413618	-2.672776	10.175153	-2.672776	-2.672776	-2.672776	-2.672776	13.888081	13.984733	-2.672776	-2.672776	-2.672776	-2.672776	8.329340	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	-2.672776	7.230762	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	6.537664	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	-2.672776	6.537664	-2.672776	10.664700	-2.672776	-2.672776	6.537664	-2.672776	6.537664	-2.672776	9.310159	-2.672776	-2.672776	-2.672776	8.734800	11.191526
SRR11413619	-2.219971	9.762965	-2.219971	-2.219971	-2.219971	-2.219971	14.075434	14.692022	-2.219971	-2.219971	-2.219971	-2.219971	8.089015	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	6.990470	-2.219971	-2.219971	-2.219971	-2.219971	6.990470	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	9.823589	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	6.990470	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	-2.219971	14.637201	-2.219971	-2.219971	6.990470	-2.219971	9.069824	-2.219971	6.990470	-2.219971	-2.219971	-2.219971	8.782146	11.533666
SRR11413620	-1.701938	12.471247	-1.701938	-1.701938	-1.701938	-1.701938	14.505084	16.080841	-1.701938	-1.701938	-1.701938	-1.701938	8.201599	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	7.508502	-1.701938	-1.701938	-1.701938	-1.701938	7.508502	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	7.508502	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	10.216459	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	-1.701938	7.508502	-1.701938	-1.701938	-1.701938	7.508502	9.906306
SRR11413645	-1.794715	10.123682	-1.794715	-1.794715	-1.794715	-1.794715	14.489742	15.884468	-1.794715	-1.794715	-1.794715	-1.794715	7.415725	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	8.108822	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	7.415725	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	-1.794715	13.559811	-1.794715	-1.794715	7.415725	-1.794715	-1.794715	-1.794715	7.415725	-1.794715	-1.794715	-1.794715	11.222290	11.810075
SRR11413646	-1.923528	10.783323	-1.923528	-1.923528	-1.923528	-1.923528	14.446105	13.620093	-1.923528	-1.923528	-1.923528	-1.923528	8.673132	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	7.980010	-1.923528	-1.923528	-1.923528	-1.923528	8.673132	-1.923528	-1.923528	-1.923528	-1.923528	7.980010	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	9.232737	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	7.286913	-1.923528	-1.923528	9.078589	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	15.448188	-1.923528	-1.923528	7.980010	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528	-1.923528
SRR11413647	-1.667890	10.181515	-1.667890	-1.667890	-1.667890	-1.667890	14.561747	15.530315	-1.667890	-1.667890	-1.667890	-1.667890	7.542550	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	9.151908	-1.667890	-1.667890	-1.667890	-1.667890	7.542550	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	-1.667890	10.677949	-1.667890	-1.667890	7.542550	-1.667890	-1.667890	-1.667890	7.542550	-1.667890	-1.667890	-1.667890	7.542550	8.928770
SRR11413648	-1.688592	11.433773	-1.688592	-1.688592	-1.688592	-1.688592	14.029026	15.946168	-1.688592	-1.688592	-1.688592	-1.688592	8.620394	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	8.214946	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	9.467673	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	11.999086	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	-1.688592	8.620394	-1.688592	-1.688592	-1.688592	9.601202	11.825815
SRR11413649	-2.026972	10.441469	-2.026972	-2.026972	-2.026972	-2.026972	14.103053	14.826852	-2.026972	-2.026972	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	8.792827	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	-2.026972	12.539955	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	7.183469	-2.026972	-2.026972	-2.026972	9.380604	12.486674
SRR11413650	-1.522997	12.531531	-1.522997	-1.522997	-1.522997	-1.522997	15.021673	16.562211	-1.522997	-1.522997	-1.522997	-1.522997	9.479119	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	7.687443	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	12.302465	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	-1.522997	7.687443	-1.522997	-1.522997	-1.522997	8.785989	10.459938
SRR11413652	-1.339381	14.286056	-1.339381	-1.339381	-1.339381	-1.339381	16.394333	11.534523	-1.339381	-1.339381	-1.339381	-1.339381	7.871059	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	7.871059	-1.339381	-1.339381	-1.339381	-1.339381	8.564156	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	7.871059	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	15.346298	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381	-1.339381
SRR11413653	-1.506554	11.553936	-1.506554	-1.506554	-1.506554	-1.506554	14.288577	16.244500	-1.506554	-1.506554	-1.506554	-1.506554	7.703886	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	7.703886	-1.506554	-1.506554	-1.506554	-1.506554	8.396983	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	12.623768	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	-1.506554	7.703886	-1.506554	-1.506554	-1.506554	13.213175	-1.506554
SRR11413654	-1.668281	13.239153	-1.668281	-1.668281	-1.668281	-1.668281	14.716783	15.812584	-1.668281	-1.668281	-1.668281	-1.668281	7.542159	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	7.542159	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	9.333835	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	10.250116	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	-1.668281	8.235256	-1.668281	-1.668281	-1.668281	9.487983	12.278258
SRR11413655	-1.177629	12.686673	-1.177629	-1.177629	-1.177629	-1.177629	14.832882	16.962412	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	8.725909	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	9.419031	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	-1.177629	8.032812	9.419031
SRR11413656	-1.757933	11.883225	-1.757933	-1.757933	-1.757933	-1.757933	15.366660	15.685910	-1.757933	-1.757933	-1.757933	-1.757933	8.838727	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	7.452507	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	8.551053	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	-1.757933	11.007758	-1.757933	-1.757933	-1.757933	-1.757933	9.755002	-1.757933	9.061865	-1.757933	-1.757933	-1.757933	7.452507	7.452507
SRR11413657	-2.501381	10.957456	-2.501381	-2.501381	-2.501381	-2.501381	14.178613	14.146754	-2.501381	-2.501381	-2.501381	-2.501381	7.807605	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	7.402156	-2.501381	-2.501381	-2.501381	-2.501381	6.709059	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	10.041167	-2.501381	6.709059	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	6.709059	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	-2.501381	6.709059	-2.501381	9.967059	-2.501381	-2.501381	6.709059	-2.501381	9.193874	-2.501381	9.753486	-2.501381	-2.501381	-2.501381	9.704696	10.883348
SRR11413678	-2.402570	12.049518	-2.402570	-2.402570	-2.402570	-2.402570	14.128298	14.632616	-2.402570	-2.402570	-2.402570	-2.402570	7.500968	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	7.500968	-2.402570	-2.402570	-2.402570	-2.402570	6.807871	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	6.807871	-2.402570	9.943269	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	6.807871	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	-2.402570	6.807871	-2.402570	10.918646	-2.402570	-2.402570	6.807871	-2.402570	9.515827	-2.402570	7.906416	-2.402570	-2.402570	-2.402570	6.807871	6.807871
SRR11413679	-1.485187	12.268449	-1.485187	-1.485187	-1.485187	-1.485187	14.258942	16.475678	-1.485187	-1.485187	-1.485187	-1.485187	8.418350	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	7.725253	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	7.725253	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	12.755592	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	-1.485187	7.725253	-1.485187	-1.485187	-1.485187	10.669597	-1.485187
SRR11413680	-0.965377	11.240700	-0.965377	-0.965377	-0.965377	-0.965377	14.824215	16.689155	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	8.245063	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	16.577272	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377	-0.965377
SRR11413681	-1.759485	13.643218	-1.759485	-1.759485	-1.759485	-1.759485	14.880377	15.855552	-1.759485	-1.759485	-1.759485	-1.759485	7.450956	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	7.450956	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	7.450956	-1.759485	8.144053	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	10.947366	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	-1.759485	7.450956	-1.759485	-1.759485	-1.759485	7.450956	11.881674
SRR11413683	-1.920060	10.509160	-1.920060	-1.920060	-1.920060	-1.920060	15.132559	15.000037	-1.920060	-1.920060	-1.920060	-1.920060	8.899738	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	7.983477	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	8.899738	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	7.290380	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	-1.920060	12.157815	-1.920060	-1.920060	7.290380	-1.920060	-1.920060	-1.920060	7.983477	-1.920060	-1.920060	-1.920060	11.140430	8.676600
SRR11413684	-1.399432	12.445639	-1.399432	-1.399432	-1.399432	-1.399432	15.391608	16.329900	-1.399432	-1.399432	-1.399432	-1.399432	8.504106	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	7.811009	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	12.310719	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	-1.399432	11.212109	9.756833
SRR11413685	-0.925711	12.411765	-0.925711	-0.925711	-0.925711	-0.925711	14.756976	17.190480	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	8.284729	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	12.155832	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711	-0.925711
SRR11413686	-1.448257	10.246998	-1.448257	-1.448257	-1.448257	-1.448257	15.127896	16.332058	-1.448257	-1.448257	-1.448257	-1.448257	8.860729	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	7.762183	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	7.762183	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	11.889219	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	-1.448257	7.762183	-1.448257	-1.448257	-1.448257	9.841537	-1.448257
SRR11413687	-1.483926	11.337335	-1.483926	-1.483926	-1.483926	-1.483926	15.667710	15.711899	-1.483926	-1.483926	-1.483926	-1.483926	7.726514	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	7.726514	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	10.670859	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	-1.483926	7.726514	-1.483926	-1.483926	-1.483926	12.952162	8.419612
SRR11413688	-1.162986	11.684943	-1.162986	-1.162986	-1.162986	-1.162986	15.431965	16.831976	-1.162986	-1.162986	-1.162986	-1.162986	8.047454	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	8.047454	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	10.991799	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986	8.047454	-1.162986	-1.162986	-1.162986	-1.162986	-1.162986
SRR11413689	-1.554966	14.478660	-1.554966	-1.554966	-1.554966	-1.554966	14.150640	16.092008	-1.554966	-1.554966	-1.554966	-1.554966	8.348571	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	7.655474	-1.554966	-1.554966	-1.554966	-1.554966	7.655474	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	7.655474	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	13.952484	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	-1.554966	12.638982
SRR11413690	-1.664940	9.847995	-1.664940	-1.664940	-1.664940	-1.664940	14.654462	15.848162	-1.664940	-1.664940	-1.664940	-1.664940	8.644046	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	7.545500	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	10.946601	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	12.298991	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	-1.664940	9.154858	-1.664940	-1.664940	-1.664940	11.041911	8.238597
SRR11413691	-1.613139	12.531676	-1.613139	-1.613139	-1.613139	-1.613139	14.430233	16.374140	-1.613139	-1.613139	-1.613139	-1.613139	7.597301	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	7.597301	-1.613139	-1.613139	-1.613139	-1.613139	8.695847	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	8.983521	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	13.449404	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	-1.613139	7.597301	7.597301
