genus	n_folds	folds_selected	folds_nonzero	pct_selected	pct_nonzero_of_sel	sign_pos_frac	mean_coef_nz	direction	binomial_p	bh_fdr_q	fdr_sig
Novacetimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Noviherbaspirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novisyntrophococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novosibvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Novosphingopyxis	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oenococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oerskovia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oleidesulfovibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthopoxvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoreovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthotospovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oryzomicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Parvularcula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oscillatoria	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oscillibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ostreavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Otagovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Otariodibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ottowia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Owenweeksia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oxychlovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oxynema	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacehavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacificitalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pacinivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthophasmavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthonairovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthohepadnavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthohantavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oleiphilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oligella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olivibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olleya	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Olsenella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Omegavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oneupvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Opitutus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paenalcaligenes	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orbivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orientia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ornithinimicrobium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ornithobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orrella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoavulavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthobornavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthobunyavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Orthoflavivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Oricola	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pasteurella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagovum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paucilactobacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pollyceevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polyangium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polybotosvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polycladomyces	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphospora	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polymorphum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polynucleobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polystyrenella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontibrevibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Ponticoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pontivivens	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Poriferisphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Porphyrobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pollockvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Poseidonibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polaromonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pokrovskaiavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pistricoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pithovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planctomyces	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planctopirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planktothrix	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Planococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plantactinospora	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plantibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plasmopamonavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plateaulakevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleakleyvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleetrevirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plesiomonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pleurocapsa	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Plotvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pluralibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pogseptimavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Polaribacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Piscirickettsia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pospiviroid	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Potyvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Providencia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prymnesiovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Przondovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudactinotalea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudalkalibacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudanabaena	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudarthrobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudazoarcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudemcibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudescherichia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoalteromonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobdellovibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudobutyrivibrio	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudochrobactrum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudocitrobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pseudoclavibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Protofrankia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Potexvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteiniclasticum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pourcelvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pradoshia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pradovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pragia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prasinovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prauserella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Predatorvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prescottella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Priestia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Privateervirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proboscivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prochlorococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Profundibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Propionibacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Propioniciclava	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Prosthecochloris	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Protaetiibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Proteiniphilum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paucibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Piscinibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pirellula	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelosinus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pengzhenrongella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptacetobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptoclostridium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptoniphilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peptostreptococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Percavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peribacillus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Perisivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Periweissella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Permianibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persephonella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persicimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Persicobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pestivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peterkaempfera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peteryoungia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelolinea	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelodictyon	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelistega	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pauljensenia	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Paundivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pbunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peatvirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pebcunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pectinatus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pectobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pediococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pedobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pedococcus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Peduovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pegivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pegunavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagerythrobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagibacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelagivirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Niveispirillum	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pelobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pirellulimonas	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrocella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Petrotoga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phrappuccinovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phreatobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phycicoccus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phycisphaera	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phyllobacterium	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytohabitans	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Phytoreovirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Picrophilus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pigmentibacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pigmentiphaga	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pijolavirus	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pikeienuella	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
Pimelobacter	118	0	0	0.0	0.0		0.0	none	1.0	1.0	False
